table;var;format;description;nomenclature
T_MCOaa_nnMED;MOI;char;N° période (mois);-
T_MCOaa_nnMED;NBR_SEJ;num;Nombre de séjours impliqués;-
T_MCOaa_nnMED;PRS_TYP;char;Type de prestation;-
T_MCOaa_nnMED;RSA_NUM;char;N° d'index du RSA;-
T_MCOaa_nnMED;TOP_UCD_AUTO;char;Top transcodage UCD13 auto;-
T_MCOaa_nnMED;UCD_UCD_COD;char;Code UCD;-
T_MCOaa_nnMED;COD_LES;char;Code indication des spécialités pharmaceutiques inscrites sur la liste en sus;-
T_MCOaa_nnMEDATU;ACH_PRI_ADM;num;Prix d'achat multiplié par le nombre administré;-
T_MCOaa_nnMEDATU;ADM_ANN;char;Année de la date d'administration;-
T_MCOaa_nnMEDATU;ADM_MOIS;char;Mois de la date d'administration;-
T_MCOaa_nnMEDATU;ADM_NBR;num;Nombre administré éventuellement fractionnaire;-
T_MCOaa_nnMEDATU;ANN;char;Année période;-
T_MCOaa_nnMEDATU;DAT_DELAI;num;Délai entre la date d’entrée du séjour et la date de dispensation;-
T_MCOaa_nnMEDATU;ETA_NUM;char;N° FINESS e-PMSI;-
T_MCOaa_nnMEDATU;ETA_NUM_ENT;char;N° FINESS du fichier d'entrée;-
T_MCOaa_nnMEDATU;INI_VAL_PRS;char;Validation initiale de la prescription par un centre de référence ou de compétence;-
T_MCOaa_nnMEDATU;MOI;char;N° période (mois);-
T_MCOaa_nnMEDATU;PRS_TYP;char;Type de prestation;-
T_MCOaa_nnMEDATU;RSA_NUM;char;N° d'index du RSA;-
T_MCOaa_nnMEDATU;SEJ_NBR;num;Nombre de séjours impliqués;-
T_MCOaa_nnMEDATU;TOP_UCD_AUTO;char;Top transcodage UCD13 auto;-
T_MCOaa_nnMEDATU;UCD_UCD_COD;char;Code UCD;-
T_MCOaa_nnMEDTHROMBO;ADM_ANN;char;Année de la date d'administration;-
T_MCOaa_nnMEDTHROMBO;ADM_MOIS;char;Mois de la date d'administration;-
T_MCOaa_nnMEDTHROMBO;ADM_NBR;num;Nombre administré éventuellement fractionnaire;-
T_MCOaa_nnMEDTHROMBO;ADM_PRI_ADM;num;Prix d'achat multiplié par le nombre administré;-
T_MCOaa_nnMEDTHROMBO;ANN;char;Année période;-
T_MCOaa_nnMEDTHROMBO;DAT_DELAI;num;Délai entre la date d’entrée du séjour et la date de dispensation;-
T_MCOaa_nnMEDTHROMBO;ETA_NUM;char;N° FINESS e-PMSI;-
T_MCOaa_nnMEDTHROMBO;ETA_NUM_ENT;char;N° FINESS du fichier d'entrée;-
T_MCOaa_nnMEDTHROMBO;INI_VAL_PRS;char;Validation initiale de la prescription par un centre de référence ou de compétence;-
T_MCOaa_nnMEDTHROMBO;MOI;char;N° période (mois);-
T_MCOaa_nnMEDTHROMBO;PRS_TYP;char;Type de prestation;-
T_MCOaa_nnMEDTHROMBO;RSA_NUM;char;N° d'index du RSA;-
T_MCOaa_nnMEDTHROMBO;SEJ_NBR;num;Nombre de séjours impliqués;-
T_MCOaa_nnMEDTHROMBO;TOP_UCD_AUTO;char;Top transcodage UCD13 auto;-
T_MCOaa_nnMEDTHROMBO;UCD_UCD_COD;char;Code UCD;-
T_MCOaa_nnPIE;ANN;char;Année période;-
T_MCOaa_nnPIE;DELAI;num;Délai entre la date d’entrée du séjour et la date de début de la prestation;-
T_MCOaa_nnPIE;ETA_NUM;char;N° FINESS e-PMSI;-
T_MCOaa_nnPIE;ETA_NUM_ENT;char;N° FINESS du fichier d'entrée;-
T_MCOaa_nnPIE;MOI;char;N° période (mois);-
T_MCOaa_nnPIE;POS_ANN;char;Année de la date de début de la prestation;-
T_MCOaa_nnPIE;POS_MOI;char;Mois de la date de début de la prestation;-
T_MCOaa_nnPIE;PRS_COD;char;Code Prestation;-
T_MCOaa_nnPIE;PRS_JOU_NBR;num;Durée de la prestation;-
T_MCOaa_nnPIE;PRS_TYP;char;Type de prestation;-
T_MCOaa_nnPIE;RSA_NUM;char;N° d'index du RSA;-
T_MCOaa_nnPIE;SUP_PAY_NBR;num;Nombre de suppléments payés;-
T_MCOaa_nnPORG;ANN;char;Année période;-
T_MCOaa_nnPORG;ANN_PO;char;Année de la date de réalisation du prélèvement d'organe;-
T_MCOaa_nnPORG;DELAI;num;Délai entre la date d’entrée du séjour et la date de réalisation du prélèvement d'organe;-
T_MCOaa_nnPORG;ETA_NUM;char;N° FINESS e-PMSI;-
T_MCOaa_nnPORG;ETA_NUM_ENT;char;N° FINESS du fichier d'entrée;-
T_MCOaa_nnPORG;MOI;char;N° période (mois);-
T_MCOaa_nnPORG;MOI_PO;char;Mois de la date de réalisation du prélèvement d'organe;-
T_MCOaa_nnPORG;PO_COD;char;Code PO;-
T_MCOaa_nnPORG;PRS_TYP;char;Type de prestation;-
T_MCOaa_nnPORG;RSA_NUM;char;N° d'index du RSA;-
T_MCOaa_nnSTC;BEN_CMU;char;Patient bénéficiaire de la CMU;-
T_MCOaa_nnSTC;BEN_CMU_CTL;char;Code retour contrôle « Patient bénéficiaire de la CMU »;-
T_MCOaa_nnSTC;CAI_GES;char;N° caisse gestionnaire;-
T_MCOaa_nnSTC;CAI_GES_CTL;char;Code retour contrôle « N° caisse gestionnaire »;-
T_MCOaa_nnSTC;CAI_NUM;char;Délivrée par;-
T_MCOaa_nnSTC;CAI_NUM_CTL;char;Code retour contrôle «Délivrée par«;-
T_MCOaa_nnSTC;CENT_GES;char;N° centre gestionnaire ;-
T_MCOaa_nnSTC;CENT_GES_CTL;char;Code retour contrôle « N° centre gestionnaire »;-
T_MCOaa_nnSTC;COD_PEC_CTL;char;Code retour contrôle « code de prise en charge du forfait journalier »;-
T_MCOaa_nnSTC;CTR_TYP;char;Type de contrat souscrit auprès d'un organisme complémentaire;-
T_MCOaa_nnSTC;CTR_TYP_CTL;char;Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »;-
T_MCOaa_nnSTC;DAT_DEB_FAC;char;Date d’entrée;-
T_MCOaa_nnSTC;DAT_DEB_FAC_CTL;char;Code retour contrôle «Date d’entrée«;-
T_MCOaa_nnSTC;DAT_FIN_FAC;char;Date de sortie;-
T_MCOaa_nnSTC;DAT_FIN_FAC_CTL;char;Code retour contrôle «Date de sortie«;-
T_MCOaa_nnSTC;DAT_HOS;char;Identifiant anonyme d'hospitalisation (date hospitalisation crypté);-
T_MCOaa_nnSTC;DAT_HOS_CTL;char;Code retour contrôle « Date de l’hospitalisation »;-
T_MCOaa_nnSTC;DAT_PEC;char;Prise en charge établie le;-
T_MCOaa_nnSTC;DAT_PEC_CTL;char;Code retour contrôle «Prise en charge établie le«;-
T_MCOaa_nnSTC;ENT_NUM;char;N° d’entrée;-
T_MCOaa_nnSTC;ENT_NUM_CTL;char;Code retour contrôle « N° d’entrée »;-
T_MCOaa_nnSTC;ETA_NUM;char;N° FINESS e-PMSI;-
T_MCOaa_nnSTC;EXO_TM;char;Code justification d’exonération du ticket modérateur;-
T_MCOaa_nnSTC;EXO_TM_CTL;char;Code retour contrôle « code justification d’exonération du ticket modérateur » ;-
T_MCOaa_nnSTC;FAC_18E;char;Facturation du 18 euro;-
T_MCOaa_nnSTC;FAC_18E_CTL;char;Code retour contrôle « facturation du 18 euro »;-
T_MCOaa_nnSTC;FAC_MNT_FJ;num;Montant à facturer au titre du forfait journalier ;-
T_MCOaa_nnSTC;FAC_MNT_FJ_CTL;char;Code retour contrôle « montant à facturer au titre du forfait journalier »;-
T_MCOaa_nnSTC;FAC_MNT_TM;num;Montant à facturer au titre du ticket modérateur;-
T_MCOaa_nnSTC;FAC_MNT_TM_CTL;char;Code retour contrôle « montant à facturer au titre du ticket modérateur»;-
T_MCOaa_nnSTC;FAC_NBR_VEN;num;Nombre de venues de la facture;-
T_MCOaa_nnSTC;FAC_SEJ_AM;char;Séjour facturable à l’assurance maladie;-
T_MCOaa_nnSTC;FJ_COD_PEC;char;Code de prise en charge du forfait journalier ;-
T_MCOaa_nnSTC;GES_COD;char;Code gestion;-
T_MCOaa_nnSTC;GES_COD_CTL;char;Code retour contrôle « code gestion »;-
T_MCOaa_nnSTC;ID_MAM_ENF;char;N° chaînage mère-enfant;-
T_MCOaa_nnSTC;MAJ_MNT_CTL;char;Code retour contrôle « montant lié à la majoration au parcours de soin »;-
T_MCOaa_nnSTC;MAJ_MNT_PS;num;Montant lié à la majoration au parcours de soins;-
T_MCOaa_nnSTC;NAT_ASS;char;Nature d'assurance;-
T_MCOaa_nnSTC;NAT_ASS_CTL;char;Code retour contrôle « nature d’assurance »;-
T_MCOaa_nnSTC;NAT_PJ_DT;char;Nature de la pièce justificative des droits;-
T_MCOaa_nnSTC;NAT_PJ_DT_CTL;char;Code retour contrôle «Nature de la pièce justificative des droits«;-
T_MCOaa_nnSTC;NBR_VEN_CTL;char;Code retour contrôle « nombre de venues de la facture »;-
T_MCOaa_nnSTC;NOE_RGM;char;Code grand régime;-
T_MCOaa_nnSTC;NOE_RGM_CTL;char;Code retour contrôle « code grand régime »;-
T_MCOaa_nnSTC;NON_FAC_AM;char;Motif de la non facturation à l'assurance maladie;-
T_MCOaa_nnSTC;NON_FAC_AM_CTL;char;Code retour contrôle « motif de la non facturation à l'assurance maladie »;-
T_MCOaa_nnSTC;PA_COD;char;Code participation assuré ;-
T_MCOaa_nnSTC;PA_COD_CTL;char;Code retour contrôle « Code participation assuré »;-
T_MCOaa_nnSTC;PEC_SOI_URG;char;Confirmation de la prise en charge dans le cadre du dispositif des soins urgents ;-
T_MCOaa_nnSTC;PEC_SOI_URG_CTL;char;Code retour contrôle «Confirmation de la prise en charge dans le cadre du dispositif des soins urgents« ;-
T_MCOaa_nnSTC;REG_PEC_ASS;char;Régime de prestation de l’assuré;-
T_MCOaa_nnSTC;REG_PEC_ASS_CTL;char;Code retour contrôle «Régime de prestation de l’assuré«;-
T_MCOaa_nnSTC;REM_BAS_CTL;char;Code retour contrôle « montant base remboursement »;-
T_MCOaa_nnSTC;REM_BAS_MNT;num;Montant base remboursement;-
T_MCOaa_nnSTC;REM_TAU;num;Taux de remboursement;-
T_MCOaa_nnSTC;REM_TAU_CTL;char;Code retour contrôle « taux de remboursement »;-
T_MCOaa_nnSTC;RSA_NUM;char;N° séquentiel dans fichier PMSI;-
T_MCOaa_nnSTC;SEJ_FAC_CTL;char;Code retour contrôle « séjour facturable à l’assurance maladie »;-
T_MCOaa_nnSTC;TOP_ECL_FLX;char;Top éclatement des flux par l’établissement;-
T_MCOaa_nnSTC;TOP_ECL_FLX_CTL;char;Code retour contrôle «Top éclatement des flux par l’établissement«;-
T_MCOaa_nnSTC;TOT_MNT_AM;num;Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes);-
T_MCOaa_nnSTC;TOT_MNT_AM_CTL;char;Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »);-
T_MCOaa_nnSTC;TOT_MNT_AMC;num;Montant total du séjour remboursable pour l'AMC;-
T_MCOaa_nnSTC;TOT_MNT_AMC_CTL;char;Code retour contrôle « Montant total du séjour remboursable pour l'AMC »;-
T_MCOaa_nnSTC;RAC_MNT_PAT_CTL;char;Code retour contrôle « Montant total du séjour facturé au patient «;-
T_MCOaa_nnSTC;NBR_REJET_AMO_CTL;char;Code retour contrôle « Rejet AMO «;-
T_MCOaa_nnSTC;FAC_AMO_DT_CTL;char;Code retour contrôle « Date de facturation AMO «;-
T_MCOaa_nnSTC;FAC_AMC_DT_CTL;char;Code retour contrôle « Date de facturation AMC «;-
T_MCOaa_nnSTC;FAC_RAC_DT_CTL;char;Code retour contrôle « Date de facturation patient «;-
T_MCOaa_nnSTC;PAI_AMO_DT_CTL;char;Code retour contrôle « Date de paiement AMO «;-
T_MCOaa_nnSTC;PAI_AMC_DT_CTL;char;Code retour contrôle « Date de paiement AMC «;-
T_MCOaa_nnSTC;PAI_RAC_DT_CTL;char;Code retour contrôle « Date de paiement patient «;-
T_MCOaa_nnSTC;VALID_FAC_AMO_CTL;char;Code retour contrôle « Statut FT AMO «;-
T_MCOaa_nnSTC;VALID_FAC_AMC_CTL;char;Code retour contrôle « Statut FT AMC «;-
T_MCOaa_nnSTC;VALID_FAC_RAC_CTL;char;Code retour contrôle « Statut FT patient «;-
T_MCOaa_nnSTC;PAYS_ASS_PAT_CTL;char;Code retour contrôle « Pays d’assurance social «;-
T_MCOaa_nnSTC;RAC_MNT_PAT;num;Montant total du séjour facturé au patient;-
T_MCOaa_nnSTC;NBR_REJET_AMO;char;Rejet AMO;-
T_MCOaa_nnSTC;FAC_AMO_DT;char;Date de facturation AMO;-
T_MCOaa_nnSTC;FAC_AMC_DT;char;Date de facturation AMC;-
T_MCOaa_nnSTC;FAC_RAC_DT;char;Date de facturation patient;-
T_MCOaa_nnSTC;PAI_AMO_DT;char;Date de paiement AMO;-
T_MCOaa_nnSTC;PAI_AMC_DT;char;Date de paiement AMC;-
T_MCOaa_nnSTC;PAI_RAC_DT;char;Date de paiement patient;-
T_MCOaa_nnSTC;VALID_FAC_AMO;char;Statut FT AMO;-
T_MCOaa_nnSTC;VALID_FAC_AMC;char;Statut FT AMC;-
T_MCOaa_nnSTC;VALID_FAC_RAC;char;Statut FT patient;-
T_MCOaa_nnSTC;PAYS_ASS_PAT;char;Pays d’assurance social;-
T_MCOaa_nnUM;ACT_RUM_NBR;num;Nombre de zones d'actes du RUM (Nb_Act_R_1);-
T_MCOaa_nnUM;AGE_GES;num;Age gestationnel du RUM;-
T_MCOaa_nnUM;AUT_TYP1_UM;char;Premier type d'autorisation d'UM;-
T_MCOaa_nnUM;AUT_TYP2_UM;char;Deuxième type d'autorisation d'UM;-
T_MCOaa_nnUM;DGN_ASS_NBR;num;Nombre de diagnostics associés du RUM (Nb_DA_R_1);-
T_MCOaa_nnUM;DGN_PAL;char;DP;-
T_MCOaa_nnUM;DGN_REL;char;DR;-
T_MCOaa_nnUM;ETA_NUM;char;Numéro FINESS e-PMSI;-
T_MCOaa_nnUM;ETA_NUM_GEO;char;Premier numéro FINESS géographique;-
T_MCOaa_nnUM;IGS2_COD;char;IGS2;-
T_MCOaa_nnUM;PAR_DUR_SEJ;num;Durée séjour partielle;-
T_MCOaa_nnUM;RSA_NUM;char;N° d'index du RSA ;-
T_MCOaa_nnUM;RSS_NUM;char;Numéro de version du format du RSA;-
T_MCOaa_nnUM;SUP_TYP1_NAT;char;Nature du supplément pour le premier type;-
T_MCOaa_nnUM;SUP_TYP1_NBR;num;Nombre de supplément pour le premier type;-
T_MCOaa_nnUM;SUP_TYP2_NAT;char;Nature du supplément pour le deuxième type;-
T_MCOaa_nnUM;SUP_TYP2_NBR;num;Nombre de supplément pour le deuxième type;-
T_MCOaa_nnUM;UM_ORD_NUM;num;N° séquentiel de RUM;-
T_MCOaa_nnUPGV;AUT_TYP_PGV;char;Type d'autorisation à portée globale valide ;-
T_MCOaa_nnUPGV;ETA_NUM;char;Numéro FINESS;-
T_MCOaa_nnUPGV;RSA_NUM;char;N° d'index du RSA ;-
T_MCOaa_nnUPGV;RSS_NUM;char;Numéro de version du format du RSA;-
T_MCOaa_nnVALO;COEFGEO;num;Coefficient géographique;-
T_MCOaa_nnVALO;COEFPRUD;num;coefficient prudentiel ;-
T_MCOaa_nnVALO;COEFTRANS;num;Coefficient de transition;-
T_MCOaa_nnVALO;ETA_NUM;char;Numéro FINESS de l’établissement;-
T_MCOaa_nnVALO;ETE_GHS_NUM;num;GHS au format DCIR;-
T_MCOaa_nnVALO;FLAG_FIDES;char;"Indicateur FIDES GENRSA ; vaut 1 si le séjour est pris en charge dans le cadre de FIDES";-
T_MCOaa_nnVALO;GHS_NUM;char;Numéro du GHS;-
T_MCOaa_nnVALO;GHS50;num;Nb séjours avec réhospitalisation dans le même GHM;-
T_MCOaa_nnVALO;MNT_18;num;Montant participation forfaitaire du 18 euros;-
T_MCOaa_nnVALO;MNT_9610_AM;num;Valorisation AM actes menant dans le GHS 9610;-
T_MCOaa_nnVALO;MNT_9615_AM;num;Valorisation AM actes menant dans le GHS 9615;-
T_MCOaa_nnVALO;MNT_9619_AM;num;Valorisation AM actes menant dans le GHS 9619;-
T_MCOaa_nnVALO;MNT_9620_AM;num;Valorisation AM actes menant dans le GHS 9620;-
T_MCOaa_nnVALO;MNT_9621_AM;num;Valorisation AM actes menant dans le GHS 9621;-
T_MCOaa_nnVALO;MNT_9622_AM;num;Valorisation AM actes menant dans le GHS 9622;-
T_MCOaa_nnVALO;MNT_9623_AM;num;Valorisation AM actes menant dans le GHS 9623;-
T_MCOaa_nnVALO;MNT_9625_AM;num;Valorisation AM actes menant dans le GHS 9625;-
T_MCOaa_nnVALO;MNT_9631_AM;num;Valorisation AM actes menant dans le GHS 9631;-
T_MCOaa_nnVALO;MNT_9632_AM;num;Valorisation AM actes menant dans le GHS 9632;-
T_MCOaa_nnVALO;MNT_9633_AM;num;Valorisation AM actes menant dans le GHS 9633;-
T_MCOaa_nnVALO;MNT_ANT_AM;num;Valorisation AM suppléments antepartum;-
T_MCOaa_nnVALO;MNT_CAISSON_AM;num;Valorisation AM suppléments caisson hyperbare;-
T_MCOaa_nnVALO;MNT_DIP_AM;num;Valorisation AM suppléments de dialyse DIP;-
T_MCOaa_nnVALO;MNT_DMI;num;Valorisation accordée DMI;-
T_MCOaa_nnVALO;MNT_EXH_AM;num;Valorisation AM EXH;-
T_MCOaa_nnVALO;MNT_EXINF_AM;num;Valorisation AM EXB;-
T_MCOaa_nnVALO;MNT_FJ2;num;Montant du forfait journalier;-
T_MCOaa_nnVALO;MNT_GHS_AM;num;Valorisation AM GHS;-
T_MCOaa_nnVALO;MNT_GHS50_AM;num;Valorisation AM des séjours avec réhospitalisation dans le même GHM;-
T_MCOaa_nnVALO;MNT_IVG_AM;num;Valorisation AM IVG (hors FJS);-
T_MCOaa_nnVALO;MNT_MAJO;num;Montant majoration du parcours de soin ;-
T_MCOaa_nnVALO;MNT_MED_ATU;num;Valorisation accordée médicaments ATU/POST ATU;-
T_MCOaa_nnVALO;MNT_MON;num;Valorisation accordée molécules onéreuses;-
T_MCOaa_nnVALO;MNT_NN1_AM;num;Valorisation AM suppléments de néonat sans SI;-
T_MCOaa_nnVALO;MNT_NN2_AM;num;Valorisation AM suppléments de néonat avec SI;-
T_MCOaa_nnVALO;MNT_NN3_AM;num;Valorisation AM suppléments de réanimation néonat;-
T_MCOaa_nnVALO;MNT_PO1_AM;num;Valorisation AM PO1;-
T_MCOaa_nnVALO;MNT_PO2_AM;num;Valorisation AM PO2;-
T_MCOaa_nnVALO;MNT_PO3_AM;num;Valorisation AM PO3;-
T_MCOaa_nnVALO;MNT_PO4_AM;num;Valorisation AM PO4;-
T_MCOaa_nnVALO;MNT_PO5_AM;num;Valorisation AM PO5;-
T_MCOaa_nnVALO;MNT_PO6_AM;num;Valorisation AM PO6;-
T_MCOaa_nnVALO;MNT_PO7_AM;num;Valorisation AM PO7;-
T_MCOaa_nnVALO;MNT_PO8_AM;num;Valorisation AM PO8;-
T_MCOaa_nnVALO;MNT_PO9_AM;num;Valorisation AM PO9;-
T_MCOaa_nnVALO;MNT_POA_AM;num;Valorisation AM POA;-
T_MCOaa_nnVALO;MNT_RAC;num;Montant remboursable par l'organisme complémentaire (AMC);-
T_MCOaa_nnVALO;MNT_RAP_AM;num;Valorisation AM suppléments de radiothérapie pédiatrique;-
T_MCOaa_nnVALO;MNT_REA_AM;num;Valorisation AM suppléments de réanimation;-
T_MCOaa_nnVALO;MNT_REP_AM;num;Valorisation AM suppléments de réanimation pédiatrique;-
T_MCOaa_nnVALO;MNT_SC_AM;num;Valorisation AM suppléments de surveillance continue;-
T_MCOaa_nnVALO;MNT_SI_AM;num;Valorisation AM suppléments soins intensifs;-
T_MCOaa_nnVALO;MNT_SUPPENT1_AM;num;Valorisation AM suppléments pour entraînements à la dialyse péritonéale automatisée hors séance;-
T_MCOaa_nnVALO;MNT_SUPPENT2_AM;num;Valorisation AM suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance;-
T_MCOaa_nnVALO;MNT_SUPPENT3_AM;num;Valorisation AM suppléments pour entraînements à l’hémodialyse hors séance;-
T_MCOaa_nnVALO;MNT_SUPPHD_AM;num;Valorisation AM suppléments pour hémodialyse hors séance;-
T_MCOaa_nnVALO;MNT_TOT_AM;num;Valorisation totale AM du séjour.;-
T_MCOaa_nnVALO;NB_9610;num;Nombre d’actes menant dans le GHS 9610;-
T_MCOaa_nnVALO;NB_9615;num;Nombre d’actes menant dans le GHS 9615;-
T_MCOaa_nnVALO;NB_9619;num;Nombre d’actes menant dans le GHS 9619;-
T_MCOaa_nnVALO;NB_9620;num;Nombre d’actes menant dans le GHS 9620;-
T_MCOaa_nnVALO;NB_9621;num;Nombre d’actes menant dans le GHS 9621;-
T_MCOaa_nnVALO;NB_9622;num;Nombre d’actes menant dans le GHS 9622;-
T_MCOaa_nnVALO;NB_9623;num;Nombre d’actes menant dans le GHS 9623;-
T_MCOaa_nnVALO;NB_9625;num;Nombre d’actes menant dans le GHS 9625;-
T_MCOaa_nnVALO;NB_9631;num;Nombre d’actes menant dans le GHS 9631;-
T_MCOaa_nnVALO;NB_9632;num;Nombre d’actes menant dans le GHS 9632;-
T_MCOaa_nnVALO;NB_9633;num;Nombre d’actes menant dans le GHS 9633;-
T_MCOaa_nnVALO;NB_ANT;num;Nb suppléments antepartum;-
T_MCOaa_nnVALO;NB_DIP;num;Nb suppléments dialyse DIP;-
T_MCOaa_nnVALO;NB_NN1;num;Nb suppléments de néonat sans SI;-
T_MCOaa_nnVALO;NB_NN2;num;Nb suppléments de néonat avec SI;-
T_MCOaa_nnVALO;NB_NN3;num;Nb suppléments de réanimation néonat;-
T_MCOaa_nnVALO;NB_RAP;num;Nb suppléments de radiothérapie pédiatrique;-
T_MCOaa_nnVALO;NB_SRC2;num;Nb suppléments de surveillance continue;-
T_MCOaa_nnVALO;NB_STF2;num;Nb suppléments de soins intensifs;-
T_MCOaa_nnVALO;NBCAISSON;num;Nb suppléments caisson hyperbare;-
T_MCOaa_nnVALO;NBEXB;num;Nb journées EXB ;-
T_MCOaa_nnVALO;NBEXH;num;Nombre de journées EXH ;-
T_MCOaa_nnVALO;NBJREA;num;Nb suppléments de réanimation;-
T_MCOaa_nnVALO;NBREP;num;Nb suppléments de réanimation pédiatrique;-
T_MCOaa_nnVALO;PONDER;num;Nombre de séjours ou nombre de séances;-
T_MCOaa_nnVALO;RSA_NUM;char;Numéro de séjour RSS;-
T_MCOaa_nnVALO;SEJXINF;char;Type de séjour inférieur à la borne extrême basse ;-
T_MCOaa_nnVALO;SUPPENT1;num;Nb suppléments pour entraînements à la dialyse péritonéale automatisée hors séance;-
T_MCOaa_nnVALO;SUPPENT2;num;Nb suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance;-
T_MCOaa_nnVALO;SUPPENT3;num;Nb suppléments pour entraînements à l’hémodialyse hors séance;-
T_MCOaa_nnVALO;SUPPHD;num;Nb suppléments pour hémodialyse hors séance;-
T_MCOaa_nnVALO;TAUX2;num;Taux de remboursement ;-
T_MCOaa_nnVALO;TYPORG;char;Type de prestation de prélèvement d’organe (type 1, 2, 3 ou 4);-
T_MCOaa_nnVALO;TYPORG5;char;Prélèvement d’organe de type 5;-
T_MCOaa_nnVALO;TYPORG6;char;Prélèvement d’organe de type 6;-
T_MCOaa_nnVALO;TYPORG7;char;Prélèvement d’organe de type 7;-
T_MCOaa_nnVALO;TYPORG8;char;Prélèvement d’organe de type 8;-
T_MCOaa_nnVALO;TYPORG9;char;Prélèvement d’organe de type 9;-
T_MCOaa_nnVALO;TYPORGA;char;Prélèvement d’organe de type A;-
T_MCOaa_nnVALO;VALO;char;Type de valorisation du séjour;-
T_MCOaa_nnVALO;MNT_GHS_BR;num;Valorisation BR GHS;-
T_MCOaa_nnVALO;MNT_EXINF_BR;num;Valorisation BR EXB;-
T_MCOaa_nnVALO;MNT_GHS50_BR;num;Valorisation BR des séjours avec réhospitalisation dans le même GHM;-
T_MCOaa_nnVALO;MNT_EXH_BR;num;Valorisation BR EXH;-
T_MCOaa_nnVALO;MNT_SUPPHD_BR;num;Valorisation BR suppléments pour hémodialyse hors séance;-
T_MCOaa_nnVALO;MNT_SUPPENT1_BR;num;Valorisation BR suppléments pour entraînements à la dialyse péritonéale automatisée hors séance;-
T_MCOaa_nnVALO;MNT_SUPPENT2_BR;num;Valorisation BR suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance;-
T_MCOaa_nnVALO;MNT_SUPPENT3_BR;num;Valorisation BR suppléments pour entraînements à l’hémodialyse hors séance;-
T_MCOaa_nnVALO;MNT_DIP_BR;num;Valorisation BR suppléments de dialyse DIP;-
T_MCOaa_nnVALO;MNT_PO1_BR;num;Valorisation BR PO1;-
T_MCOaa_nnVALO;MNT_PO2_BR;num;Valorisation BR PO2;-
T_MCOaa_nnVALO;MNT_PO3_BR;num;Valorisation BR PO3;-
T_MCOaa_nnVALO;MNT_PO4_BR;num;Valorisation BR PO4;-
T_MCOaa_nnVALO;MNT_PO5_BR;num;Valorisation BR PO5;-
T_MCOaa_nnVALO;MNT_PO6_BR;num;Valorisation BR PO6;-
T_MCOaa_nnVALO;MNT_PO7_BR;num;Valorisation BR PO7;-
T_MCOaa_nnVALO;MNT_PO8_BR;num;Valorisation BR PO8;-
T_MCOaa_nnVALO;MNT_PO9_BR;num;Valorisation BR PO9;-
T_MCOaa_nnVALO;MNT_POA_BR;num;Valorisation BR POA;-
T_MCOaa_nnVALO;MNT_9610_BR;num;Valorisation BR actes menant dans le GHS 9610;-
T_MCOaa_nnVALO;MNT_9619_BR;num;Valorisation BR actes menant dans le GHS 9619;-
T_MCOaa_nnVALO;MNT_9620_BR;num;Valorisation BR actes menant dans le GHS 9620;-
T_MCOaa_nnVALO;MNT_9621_BR;num;Valorisation BR actes menant dans le GHS 9621;-
T_MCOaa_nnVALO;MNT_9622_BR;num;Valorisation BR actes menant dans le GHS 9622;-
T_MCOaa_nnVALO;MNT_9623_BR;num;Valorisation BR actes menant dans le GHS 9623;-
T_MCOaa_nnVALO;MNT_9625_BR;num;Valorisation BR actes menant dans le GHS 9625;-
T_MCOaa_nnVALO;MNT_9631_BR;num;Valorisation BR actes menant dans le GHS 9631;-
T_MCOaa_nnVALO;MNT_9632_BR;num;Valorisation BR actes menant dans le GHS 9632;-
T_MCOaa_nnVALO;MNT_9633_BR;num;Valorisation BR actes menant dans le GHS 9633;-
T_MCOaa_nnVALO;MNT_9615_BR;num;Valorisation BR actes menant dans le GHS 9615;-
T_MCOaa_nnVALO;MNT_REA_BR;num;Valorisation BR suppléments de réanimation;-
T_MCOaa_nnVALO;MNT_REP_BR;num;Valorisation BR suppléments de réanimation pédiatrique;-
T_MCOaa_nnVALO;MNT_SI_BR;num;Valorisation BR suppléments soins intensifs;-
T_MCOaa_nnVALO;MNT_SC_BR;num;Valorisation BR suppléments de surveillance continue;-
T_MCOaa_nnVALO;MNT_NN1_BR;num;Valorisation BR suppléments de néonat sans SI;-
T_MCOaa_nnVALO;MNT_NN2_BR;num;Valorisation BR suppléments de néonat avec SI;-
T_MCOaa_nnVALO;MNT_NN3_BR;num;Valorisation BR suppléments de réanimation néonat;-
T_MCOaa_nnVALO;MNT_CAISSON_BR;num;Valorisation BR suppléments caisson hyperbare;-
T_MCOaa_nnVALO;MNT_RAP_BR;num;Valorisation BR suppléments de radiothérapie pédiatrique;-
T_MCOaa_nnVALO;MNT_ANT_BR;num;Valorisation BR suppléments antepartum;-
T_MCOaa_nnVALO;NB_SDC;num;Nb suppléments défibrillateur cardiaque;-
T_MCOaa_nnVALO;MNT_SDC_BR;num;Valorisation BR suppléments défibrillateur cardiaque;-
